Start
03196	00000	-00004
02143	00026	00025
02146	00034	00022
02140	00031	00004
02141	00028	00010
02145	00023	00006
02143	00024	00010
02145	00022	00007
02139	00016	-00002
02137	00026	00005
02143	00027	00002
02142	00030	00017
02141	00036	00020
02145	00037	00015
02146	00034	00014
02145	00034	00005
02148	00023	00022
02150	00025	00016
02141	00027	00012
02141	00022	00003
02139	00019	00015
02137	00021	00008
02137	00021	00004
02140	00019	00012
02139	00021	00003
02137	00024	00014
02140	00029	00014
02143	00032	00010
02147	00031	00006
02139	00038	00006
02144	00029	00013
02140	00023	00025
02143	00025	00006
02144	00020	00006
02136	00018	00013
02140	00024	00020
02141	00028	-00002
02140	00020	00033
02142	00023	00023
02141	00022	00010
02139	00019	00022
02149	00016	00033
02148	00016	00014
02144	00016	00019
02147	00022	00009
02139	00026	00010
02139	00021	-00003
02134	00023	00041
02137	00026	00020
02135	00021	00027
02138	00027	00004
02143	00030	00014
02141	00024	00011
02143	00022	-00009
02144	00019	00010
02138	00018	00028
02144	00019	00007
02141	00017	00000
02138	00022	-00010
02138	00024	00013
02136	00018	00022
02137	00024	-00004
02140	00024	00006
02137	00022	00017
02134	00029	00003
02132	00026	00017
02129	00020	00021
02130	00026	00022
02137	00028	-00001
02135	00022	00012
02133	00021	-00005
02133	00027	00033
02132	00023	00012
02142	00027	00007
02143	00032	00004
02141	00025	00017
02141	00028	00015
02138	00031	00021
02142	00031	00004
02147	00032	00001
02147	00032	00017
02147	00023	00002
02143	00020	00015
02141	00025	00000
02144	00020	-00002
02141	00012	00015
02139	00020	00027
02136	00024	00011
02134	00026	00020
02138	00033	00002
02137	00043	-00016
02135	00029	-00023
02138	00025	00012
02140	00022	00010
02146	00016	00007
02147	00015	00023
02145	00027	00036
02145	00030	-00007
02143	00027	-00005
02141	00026	00003
02142	00019	00004
02141	00012	00064
02145	00017	00005
02143	00025	00018
02140	00027	00005
02137	00032	-00014
02136	00018	00038
02135	00024	00030
02133	00021	00021
02134	00021	00007
02139	00027	-00010
02136	00017	00028
02139	00026	-00006
02143	00025	00023
02142	00026	00002
02140	00044	-00027
02141	00026	00004
02137	00025	00049
02137	00030	00033
02143	00016	00003
02141	00023	00008
02143	00033	00000
02143	00017	00018
02135	00020	00002
02135	00029	00010
02135	00028	00013
02134	00033	00019
02135	00031	00029
02135	00025	00009
02141	00023	00014
02142	00023	00008
02142	00029	00016
02144	00025	00021
02144	00029	00016
02140	00022	00021
02138	00019	00010
02136	00022	00009
02146	00022	00008
02146	00018	00003
02139	00018	00000
02141	00021	00007
02135	00017	00007
02138	00024	00027
02140	00027	-00002
02141	00026	-00020
02146	00018	-00008
02138	00015	00016
02139	00011	00027
02141	00011	00026
02139	00012	00063
02138	00017	00021
02138	00023	00006
02137	00020	00009
02136	00024	-00005
02134	00030	-00027
02138	00023	-00017
02136	00015	00005
02139	00010	00017
02134	00005	00024
02136	00009	00014
02141	00026	-00008
02139	00029	00005
02139	00028	00015
02136	00027	00008
02135	00020	00021
02137	00020	00014
02136	00030	-00004
02135	00030	-00040
02137	00035	-00022
02142	00032	00002
02146	00019	-00010
02145	00014	00004
02145	00007	00036
02145	00009	00028
02144	00019	00021
02142	00024	00008
02143	00024	-00010
02134	00022	-00007
02137	00017	00015
02132	00010	00021
02134	00013	00027
02139	00016	00008
02140	00018	00049
02139	00020	-00005
02136	00019	00025
02134	00019	00029
02125	00025	00033
02132	00024	00006
02130	00029	00005
02136	00029	-00008
02140	00022	00002
02135	00019	00026
02138	00015	00022
02137	00019	00010
02138	00029	-00012
02135	00024	-00004
02137	00025	00025
02135	00028	-00002
02134	00022	00003
02134	00025	-00011
02137	00023	-00008
02146	00011	-00010
02141	00004	00014
02142	00001	00038
02143	00006	00026
02139	00013	00026
02141	00016	00032
02149	00025	00044
02152	00021	00008
02153	00024	-00004
02150	00029	-00004
02143	00027	-00004
02139	00027	00027
02139	00016	00008
02139	00019	00014
02140	00023	00006
02132	00030	-00003
02130	00021	00013
02133	00016	00038
02132	00017	00010
02134	00015	00001
02142	00018	00009
02139	00031	00012
02140	00030	00014
02142	00028	00008
02135	00029	00030
02139	00025	00028
02142	00021	00005
02140	00019	00017
02146	00020	00009
02141	00021	00021
02143	00017	00017
02142	00017	00010
02142	00015	00016
02140	00017	00018
02134	00019	00003
02135	00018	00013
02139	00021	00013
02146	00017	00021
02146	00013	00020
02144	00015	00007
02138	00011	-00002
02131	00012	00015
02132	00021	00029
02132	00023	-00021
02133	00026	00004
02133	00026	00026
02140	00027	00014
02141	00022	00010
02144	00021	00007
02144	00017	00017
02140	00023	00011
02141	00023	00001
02141	00028	00006
02143	00028	00007
02142	00027	00008
02140	00029	00007
02140	00024	00009
02136	00022	00002
02139	00015	00003
02137	00017	00014
02143	00022	-00002
02145	00026	00010
02145	00027	00016
02142	00026	00014
02138	00021	00013
02138	00018	00019
02135	00017	-00003
02139	00015	00008
02138	00019	00031
02141	00017	00010
02140	00018	00026
02142	00021	00016
02141	00023	-00005
02143	00027	-00014
02142	00023	-00011
02145	00014	00034
02145	00010	00052
02139	00013	-00003
02138	00021	00010
02135	00028	00001
02136	00035	-00010
02136	00020	00014
02140	00014	00015
02136	00018	00026
02136	00011	00007
02140	00015	00019
02134	00027	00019
02140	00019	00009
02137	00029	00018
02140	00027	00025
02141	00022	-00001
02138	00020	00004
02143	00020	00020
02141	00020	00010
02142	00022	00011
02141	00022	00012
02143	00021	00002
02141	00018	-00007
02141	00018	00011
02143	00015	00000
02139	00021	00009
02143	00026	-00006
02142	00026	00010
02137	00029	00008
02141	00023	00019
02137	00017	00022
02131	00019	00011
02134	00023	00009
02138	00019	00001
02140	00021	00014
02140	00022	00009
02144	00025	00016
02141	00028	00013
02139	00029	00017
02142	00027	00002
02141	00030	-00008
02141	00024	00026
02143	00020	00022
02143	00020	00010
02138	00018	00000
02138	00019	00020
02145	00022	00007
02141	00021	00007
02142	00025	00022
02142	00022	00006
02140	00026	00010
02143	00027	00010
02137	00025	00002
02139	00020	00015
02138	00021	00007
02135	00016	00004
02141	00016	00003
02138	00021	00011
02141	00022	00013
02136	00023	00008
02133	00016	00014
02127	00021	00005
02127	00023	00010
02134	00024	00018
02140	00026	00003
02145	00025	00005
02146	00025	00024
02142	00028	00004
02140	00022	00023
02141	00021	00011
02141	00022	00008
02139	00020	00013
02135	00021	00010
02132	00022	00010
02131	00021	00011
02136	00014	00014
02139	00013	00014
02142	00014	00002
02146	00021	00004
02151	00025	00011
02151	00028	00002
02147	00028	00018
02142	00026	00017
02139	00024	00019
02136	00025	00015
02141	00027	00020
02147	00025	00009
02147	00025	00005
02146	00028	00015
02147	00025	00016
02138	00025	00017
02132	00021	00009
02136	00019	00015
02133	00021	00014
02136	00021	00012
02137	00028	00011
02138	00025	00006
02138	00025	00021
02139	00023	00016
02141	00017	00017
02145	00016	00015
02144	00015	00001
02149	00014	00014
02150	00019	00010
02144	00028	-00003
02150	00027	00014
02144	00034	00011
02141	00032	00014
02144	00030	00023
02144	00030	00012
02138	00034	00002
02139	00030	00005
02134	00028	00006
02138	00025	00001
02143	00024	00023
02149	00025	00019
02151	00029	00010
02145	00036	00021
02138	00031	00007
02134	00028	00006
02139	00027	00005
02142	00019	00002
02143	00018	00002
02146	00021	00017
02146	00026	00018
02144	00026	00012
02140	00027	00010
02135	00032	00001
02132	00029	00008
02138	00026	00010
02133	00031	00009
02142	00027	00015
02146	00031	00026
02146	00038	00029
02148	00032	00016
02146	00040	00004
02141	00035	00013
02139	00031	00008
02139	00025	00005
02135	00025	00021
02137	00024	00013
02139	00018	00004
02138	00019	00007
02136	00021	00015
02141	00019	00014
02139	00024	00027
02142	00031	00030
02142	00027	00002
02136	00028	00011
02142	00029	00009
02141	00022	00014
02135	00017	00019
02135	00021	00009
02133	00022	-00002
02135	00022	00007
02139	00021	00004
02135	00023	00007
02135	00019	00004
02134	00019	00018
02139	00015	00001
02144	00017	-00004
02150	00025	00018
02151	00018	00009
02150	00026	00011
02147	00016	00013
02146	00015	00020
02142	00013	00001
02142	00014	00015
02142	00016	00014
02138	00023	00009
02140	00031	00024
02149	00029	00013
02139	00027	00007
02140	00028	00001
02145	00025	00012
02142	00020	-00007
02144	00020	00010
02143	00022	00006
02140	00027	00009
02143	00025	00015
02149	00026	00018
02149	00022	00005
02147	00017	00008
02143	00025	00001
02141	00028	00008
02138	00030	00014
02145	00033	00013
02146	00037	00003
02145	00035	00002
02153	00034	00025
02146	00034	00025
02140	00028	00023
02137	00025	00016
02139	00031	-00006
02143	00019	00006
02141	00025	00022
02139	00028	00014
02135	00023	00024
02135	00020	00003
02141	00022	00018
02154	00020	00020
02156	00022	00018
02157	00026	00008
02146	00023	00010
02142	00019	-00002
02141	00019	00010
02144	00014	00015
02146	00018	00022
02146	00022	00010
02143	00018	00027
02142	00021	00005
02146	00023	-00002
02150	00020	00019
02149	00022	00013
02151	00023	00009
02151	00023	00000
02145	00023	00006
02150	00022	00020
02150	00020	00003
02151	00016	00008
02149	00022	00004
02144	00027	00014
02142	00024	00013
02143	00028	00008
02145	00028	00002
02145	00023	00012
02144	00028	00010
02139	00031	00019
02141	00031	00010
02144	00025	00022
02139	00019	00014
02142	00010	00018
02132	00014	00010
02137	00018	00008
02143	00016	-00016
02135	00023	00014
02139	00018	00009
02131	00018	00002
02136	00020	00028
02135	00017	00004
02135	00016	00022
02135	00029	00007
02133	00027	00016
02136	00027	00011
02134	00028	00022
02141	00022	00011
02138	00021	00015
02141	00024	00011
02142	00023	00013
02145	00024	00007
02143	00024	00009
02144	00017	00006
02143	00016	00010
02144	00017	00010
02141	00016	00015
02140	00022	00002
02146	00029	00013
02151	00027	00020
02151	00030	00004
02151	00035	00021
02144	00029	00008
02139	00034	00004
02145	00031	00009
02143	00022	-00006
02146	00027	00017
02149	00030	00017
02147	00033	00000
02148	00032	-00002
02149	00024	00030
02149	00026	00004
02145	00016	00005
02143	00021	00015
02143	00016	00033
02143	00011	00011
02138	00023	00024
02138	00019	00016
02145	00021	00007
02145	00017	00021
02148	00016	00006
02143	00022	00017
02143	00028	00009
02146	00027	-00001
02140	00028	00014
02144	00024	00008
02137	00028	00022
02137	00029	00012
02132	00023	00001
02130	00023	00004
02134	00018	00025
02136	00019	00014
02140	00026	00018
02138	00027	00020
02137	00019	00009
02138	00022	00021
02139	00024	00014
02141	00015	00014
