Start
0,0.000000,1.668337,0.000796
1,0.000000,1.101706,0.001722
2,0.000000,1.652305,0.003374
3,0.000000,1.668337,0.005427
4,0.000000,1.652305,0.007816
5,0.000000,1.101706,0.009685
6,0.000000,1.101706,0.011753
7,0.000000,1.112400,0.014021
8,0.000000,1.652305,0.017618
9,0.000000,1.112400,0.020168
10,0.000000,1.101706,0.022820
11,0.000000,1.112400,0.025612
12,0.000000,1.652305,0.030034
13,0.000000,1.091216,0.032900
14,0.000000,1.652305,0.037586
15,0.000000,1.652305,0.042349
16,0.000000,1.101706,0.045306
17,0.000000,1.652305,0.050212
18,0.000000,1.652305,0.055135
19,0.000000,1.101706,0.058020
20,0.000000,1.101706,0.060894
21,0.000000,1.652305,0.065881
22,0.000000,1.652305,0.070819
23,0.000000,1.652305,0.075691
24,0.000000,1.101706,0.078230
25,0.000000,1.652305,0.082999
26,0.000000,1.101706,0.085346
27,0.000000,1.652305,0.089966
28,0.000000,1.101706,0.092089
29,0.000000,1.101706,0.094127
30,0.000000,1.091216,0.096028
31,0.000000,1.652305,0.100310
32,0.000000,1.668337,0.104499
33,0.000000,1.112400,0.106032
34,0.000000,1.091216,0.107359
35,0.000000,1.101706,0.108621
36,0.000000,1.101706,0.109766
37,0.000643,1.652305,0.113931
38,0.000643,1.101706,0.114746
39,0.000643,1.101706,0.115437
40,0.000643,1.668337,0.118587
41,0.000643,1.101706,0.118935
42,0.000643,1.101706,0.119154
43,0.000643,1.101706,0.119242
44,-0.000000,1.636577,0.121004
45,0.000643,2.862406,0.129453
46,0.000643,-1.534341,0.116713
47,0.000643,2.891270,0.124526
48,0.000643,0.000000,0.118683
49,0.000643,2.834111,0.125863
50,0.001287,0.535459,0.122754
51,0.001287,3.433631,0.132237
52,0.001930,-1.051181,0.121322
53,0.001930,3.433631,0.130532
54,0.002574,-0.525635,0.121741
55,0.001930,2.834111,0.127216
56,0.001930,0.540510,0.122416
57,0.001930,1.684684,0.122853
58,0.001930,1.101706,0.120404
59,0.001930,1.080924,0.117751
60,0.001930,1.701355,0.117871
61,0.001930,-0.530501,0.107432
62,0.001930,2.245743,0.110068
63,0.001930,1.668337,0.109755
64,0.001930,2.806371,0.114639
65,0.001930,0.000000,0.105947
66,0.001930,1.101706,0.102552
67,0.001930,0.545658,0.096419
68,0.002574,1.668337,0.096339
69,0.002574,1.652305,0.095413
70,0.003217,0.545658,0.089587
71,0.003217,1.668337,0.088677
72,0.003217,2.245743,0.090560
73,0.003217,0.000000,0.080959
74,0.003861,1.668337,0.080584
