Start
00005	00000	00005
00527	00001	00013
00523	00010	00018
00518	00008	00020
00524	00012	00020
00521	00010	00015
00522	00003	00005
00517	00003	00014
00525	-00005	00001
00531	-00007	00009
00524	00000	00029
00535	00005	00026
00534	00011	00008
00524	00003	00021
00529	00005	00000
00525	00003	00011
00528	00007	00009
00529	00006	00018
00528	00011	00009
00523	00012	00001
00527	00011	00001
00527	00001	-00004
00530	00002	00017
00533	00007	00008
00524	00011	00010
00522	00009	00001
00520	00006	-00005
00522	00005	00011
00526	00000	00002
00527	00000	00011
00520	-00001	00007
00519	-00002	00016
00528	-00003	-00006
00529	00005	00009
00531	00001	00019
00533	00003	-00002
00532	00001	00016
00524	00000	00004
00527	00005	00006
00523	-00002	00008
00520	00011	00004
00521	00000	00017
00519	00003	00005
00525	00008	00015
00525	00004	-00002
00524	00006	-00003
00525	00008	00001
00521	00004	00001
00523	00011	00011
00521	00009	00024
00526	00008	00029
00523	00007	00018
00518	00003	00009
00523	00006	00008
00515	00002	00010
00517	00000	00015
00517	00003	00008
00524	00002	00004
00525	00002	00015
00526	00006	00010
00522	00001	00007
00518	00009	00014
00529	00008	00001
00524	00004	00017
00525	00010	-00002
00529	00003	00004
00516	00006	00011
00526	00011	00014
00518	00004	00007
00517	00010	-00002
00525	00005	00018
00520	00003	-00003
00525	00006	00003
00521	00005	-00003
00521	00007	00010
00529	00006	00003
00527	00003	00014
00528	00003	00016
00528	00004	00020
00527	-00002	00009
00532	00000	00011
00526	00000	00007
00531	-00001	00016
00523	00004	00003
00517	00002	-00005
00522	00002	00020
00519	00004	00006
00525	00001	00012
00526	00000	-00002
00518	00004	00013
00523	00004	-00006
00519	00004	00009
00523	00015	00018
00526	00005	00005
00521	00005	00005
00519	00013	00006
00524	00000	00023
00519	00004	00014
00522	00005	00009
00523	00004	00014
00524	00002	00003
00525	00004	00004
00531	-00002	00009
00528	-00003	-00008
00524	00001	-00008
00529	-00001	00014
00525	00008	00011
00526	00010	-00001
00529	00007	-00010
00523	00012	00007
00527	00010	-00007
00528	00013	00018
00522	00013	00015
00523	00010	00006
00522	00006	00010
00531	-00001	00017
00527	-00003	-00001
00529	-00001	00014
00534	00002	00016
00530	00010	00001
00528	00008	00018
00523	00013	00009
00516	00016	00001
00521	00013	00014
00519	00013	00010
00525	00005	00003
00525	00003	00011
00516	00004	00020
00522	00004	00000
00514	00012	00013
00517	00012	00007
00517	00003	00001
00519	00001	00006
00524	-00001	00010
00522	00002	00001
00523	00004	00008
00528	00007	00010
00526	00002	00002
00527	-00005	00005
00527	00001	00014
00523	00003	00018
00526	00005	00009
00523	00002	00025
00521	00007	00015
00519	00005	00007
00515	00005	00006
00515	00002	00006
00519	00005	00011
00518	00005	00007
00520	00007	00017
00523	00012	00031
00519	00008	00002
00522	00012	-00002
00524	00006	00007
00521	00005	00006
00530	00004	-00004
00524	00003	00003
00534	00005	00008
00534	00005	00006
00527	00010	00016
00531	00001	00020
00524	00004	00004
00524	00006	00003
00523	00010	00007
00526	00013	00002
00526	00010	00008
00525	00009	00008
00525	00002	00010
00525	00010	00003
00525	00007	00000
00526	00007	00010
00519	00011	00018
00525	00009	00001
00523	00009	00008
00522	00004	00001
00527	00002	00026
00527	00007	00010
00525	00003	00021
00523	00004	00007
00527	00006	00005
00524	00004	00009
00522	00005	00007
00519	00005	00013
00512	00004	00020
00518	-00002	00009
00518	-00006	00009
00518	-00001	00013
00520	00003	00005
00512	00007	00004
00519	00009	00002
00525	00008	00018
00523	00010	00005
00526	00006	00016
00528	-00002	00011
00525	-00006	00008
00526	-00005	00012
00525	00002	00006
00527	00007	00004
00522	00012	00002
00519	00005	00013
00521	00001	-00006
00521	00004	00027
00517	00001	00019
00522	00009	00003
00515	00012	-00002
00520	00004	00013
00521	00007	00027
00518	00005	00013
00524	00000	00011
00519	00001	00000
00519	00008	00021
00520	00013	00014
00514	00014	00007
00517	00014	00022
00517	00015	00017
00519	00009	00015
00526	00008	00004
00525	00010	00001
00522	00008	00020
00523	00011	00022
00523	00015	00010
00526	00011	00015
00526	00009	-00003
00520	00006	00006
00523	00001	00020
00524	00006	-00006
00521	00008	-00008
00526	00008	00015
00526	00014	00015
00526	00008	00010
00525	00006	00001
00525	00008	00025
00522	00010	00009
00515	00009	00007
00517	00000	-00004
00518	-00002	00002
00521	-00001	00005
00520	00002	00005
00516	00003	-00001
00517	00006	00015
00523	00007	00012
00525	00005	00005
00529	00001	00013
00524	00004	00015
00524	00007	00005
00525	00000	00025
00523	00001	00019
00521	00005	00012
00513	00002	00012
00515	00006	00006
00516	00008	00016
00522	00008	-00003
00524	00011	00007
00531	00013	00013
00529	00007	00013
00521	00008	00011
00520	00010	-00003
00517	00014	00009
00524	00007	00002
00527	00010	00006
00526	00014	00001
00528	00010	00007
00527	00013	00011
00524	00011	00011
00521	00005	00010
00520	00006	-00002
00518	00008	00005
00517	00013	00022
00527	00010	00003
00529	00012	00002
00524	00015	00007
00526	00006	00027
00521	00006	00007
00519	-00007	00011
00521	-00002	00016
00523	00001	00007
00524	00005	00010
00527	00008	00007
00528	00002	00013
00529	00004	00000
00530	00004	00013
00531	00006	00001
00532	00006	00006
00539	00003	00007
00530	00007	00010
